Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Tor*Toolwear,temp_diff,power [rps]
0,299.9,311.3,1413,41.8,153,0,6395.4,11.400000000000034,980.4524399999999
1,300.0,311.3,1484,53.2,158,0,8405.6,11.300000000000011,1310.55008
1,299.9,311.3,1535,38.1,160,0,6096.0,11.400000000000034,970.8261
2,299.9,311.2,1579,35.5,162,0,5751.0,11.300000000000011,930.5047
1,299.8,311.1,1300,64.2,165,0,10593.0,11.300000000000011,1385.436
2,299.8,311.1,1452,44.3,167,0,7398.099999999999,11.300000000000011,1067.77176
2,299.8,311.1,1562,35.7,170,0,6069.000000000001,11.300000000000011,925.67244
1,299.8,311.2,1664,28.3,173,0,4895.900000000001,11.399999999999977,781.71392
0,299.9,311.2,1495,35.8,175,0,6264.999999999999,11.300000000000011,888.4485999999999
2,300.0,311.4,1533,42.6,180,0,7668.0,11.399999999999977,1084.07628
1,300.0,311.4,1484,37.0,183,0,6771.0,11.399999999999977,911.4728
1,300.0,311.4,1604,38.7,185,0,7159.500000000001,11.399999999999977,1030.4416800000001
1,300.0,311.4,1483,45.6,187,0,8527.2,11.399999999999977,1122.57168
1,300.1,311.5,1549,34.7,189,0,6558.3,11.399999999999977,892.25498
1,300.1,311.4,1604,35.0,191,0,6685.0,11.299999999999955,931.924
1,300.2,311.5,1685,31.0,193,0,5983.0,11.300000000000011,867.101
1,300.2,311.6,1372,49.2,195,0,9594.0,11.400000000000034,1120.5398400000001
1,300.3,311.6,1374,47.4,197,0,9337.8,11.300000000000011,1081.11816
1,300.2,311.6,1606,31.0,199,0,6169.0,11.400000000000034,826.4476
1,300.1,311.5,1471,47.2,201,0,9487.2,11.399999999999977,1152.55792
1,300.1,311.5,1659,31.1,203,0,6313.3,11.399999999999977,856.4753400000001
2,300.1,311.7,1400,48.5,205,0,9942.5,11.599999999999966,1127.14
1,300.1,311.7,1503,42.6,208,0,8860.800000000001,11.599999999999966,1062.86148
1,300.2,311.8,1798,23.2,210,0,4872.0,11.600000000000023,692.44576
2,300.2,311.6,1608,35.0,212,0,7420.0,11.400000000000034,934.248
1,300.2,311.6,1322,50.9,215,0,10943.5,11.400000000000034,1117.01068
0,300.2,311.6,1547,37.7,217,0,8180.900000000001,11.400000000000034,968.14354
2,300.3,311.7,1374,47.9,222,1,10633.8,11.399999999999977,1092.52236
2,300.3,311.7,1447,36.8,0,0,0.0,11.399999999999977,883.94336
1,300.4,311.7,1373,47.2,3,0,141.60000000000002,11.300000000000011,1075.77296
1,300.3,311.7,1515,37.5,5,0,187.5,11.399999999999977,943.0875
1,300.3,311.7,1317,56.5,7,0,395.5,11.399999999999977,1235.2143
1,300.3,311.8,1551,37.2,9,0,334.8,11.5,957.7735200000001
2,300.3,311.8,1592,32.1,11,0,353.1,11.5,848.31312
1,300.4,311.8,1433,42.2,14,0,590.8000000000001,11.400000000000034,1003.8451600000001
1,300.5,311.9,1432,43.1,16,0,689.6,11.399999999999977,1024.53872
1,300.5,311.9,1350,51.7,18,0,930.6,11.399999999999977,1158.597
2,300.5,311.9,1370,44.8,20,0,896.0,11.399999999999977,1018.8415999999999
1,300.5,312.0,1415,44.6,23,0,1025.8,11.5,1047.6094
1,300.5,312.0,1498,42.9,25,0,1072.5,11.5,1066.7857199999999
2,300.5,312.0,1382,54.1,27,0,1460.7,11.5,1241.11892
2,300.5,311.9,1511,44.5,30,0,1335.0,11.399999999999977,1116.1757
1,300.5,311.9,1330,59.5,33,0,1963.5,11.399999999999977,1313.641
1,300.5,311.9,1383,50.5,35,0,1767.5,11.399999999999977,1159.3689
1,300.5,311.9,1431,49.4,37,0,1827.8,11.399999999999977,1173.47724
1,300.5,312.0,1461,38.1,39,0,1485.9,11.5,924.02406
0,300.4,311.9,1438,46.7,41,0,1914.7,11.5,1114.76636
2,300.5,312.0,1779,27.7,46,0,1274.2,11.5,818.01978
2,300.6,312.1,1293,52.3,49,0,2562.7,11.5,1122.55674
1,300.6,312.2,1308,54.7,52,0,2844.4,11.599999999999966,1187.69016
1,300.6,312.3,1532,37.2,54,0,2008.8000000000002,11.699999999999989,946.04064
1,300.7,312.4,1470,38.6,56,0,2161.6,11.699999999999989,941.9172
1,300.7,312.3,1548,37.9,58,0,2198.2,11.600000000000023,973.90872
1,300.7,312.3,1898,24.0,60,0,1440.0,11.600000000000023,756.1632
0,300.7,312.2,1335,49.0,62,0,3038.0,11.5,1085.8890000000001
1,300.7,312.3,1420,53.8,67,0,3604.6,11.600000000000023,1268.1736
1,300.7,312.3,1418,49.0,69,0,3381.0,11.600000000000023,1153.4012
2,300.8,312.3,1535,40.3,71,0,2861.2999999999997,11.5,1026.8843
0,300.7,312.4,1457,47.2,74,0,3492.8,11.699999999999989,1141.5886400000002
1,300.8,312.4,1493,39.1,79,0,3088.9,11.599999999999966,969.0465800000001
0,300.7,312.3,1670,27.3,81,0,2211.3,11.600000000000023,756.8106
0,300.7,312.3,1446,45.4,86,0,3904.4,11.600000000000023,1089.76344
1,300.8,312.4,1465,59.1,91,1,5378.1,11.599999999999966,1437.2529
1,300.7,312.3,1590,36.3,93,0,3375.8999999999996,11.600000000000023,958.1021999999999
2,300.6,312.2,2174,18.5,95,0,1757.5,11.599999999999966,667.6354
1,300.7,312.4,1590,37.9,98,0,3714.2,11.699999999999989,1000.3326
1,300.7,312.3,1577,33.2,100,0,3320.0000000000005,11.600000000000023,869.1162400000001
2,300.7,312.4,1371,61.7,102,0,6293.400000000001,11.699999999999989,1404.20562
1,300.8,312.4,1767,25.6,105,0,2688.0,11.599999999999966,750.9043200000001
1,300.8,312.5,1517,39.2,107,0,4194.400000000001,11.699999999999989,987.14224
2,300.9,312.6,1555,40.6,109,0,4425.400000000001,11.700000000000045,1048.0078
1,300.9,312.7,1416,43.8,112,0,4905.599999999999,11.800000000000011,1029.54528
2,300.8,312.6,1588,35.6,114,0,4058.4,11.800000000000011,938.4444800000001
1,300.8,312.6,1422,50.0,117,0,5850.0,11.800000000000011,1180.26
1,300.8,312.6,1376,53.6,119,0,6378.400000000001,11.800000000000011,1224.30976
1,300.8,312.5,1434,50.7,121,0,6134.700000000001,11.699999999999989,1206.88308
1,300.8,312.5,1423,47.3,123,0,5817.9,11.699999999999989,1117.31114
1,300.9,312.4,1364,52.5,125,0,6562.5,11.5,1188.726
1,300.8,312.4,1825,23.8,127,0,3022.6,11.599999999999966,721.021
1,300.8,312.4,1365,44.5,129,0,5740.5,11.599999999999966,1008.3255
2,300.7,312.3,1430,47.2,131,0,6183.200000000001,11.600000000000023,1120.4336
1,300.8,312.3,1435,44.8,134,0,6003.2,11.5,1067.1807999999999
2,300.8,312.4,1811,25.1,136,0,3413.6000000000004,11.599999999999966,754.57126
2,300.8,312.4,1465,43.7,139,0,6074.3,11.599999999999966,1062.7403000000002
1,300.9,312.4,1372,51.0,142,0,7242.0,11.5,1161.5352
1,300.8,312.3,1858,26.3,144,0,3787.2000000000003,11.5,811.16564
1,300.7,312.3,1715,26.8,146,0,3912.8,11.600000000000023,762.9692
1,300.7,312.2,1590,38.5,148,0,5698.0,11.5,1016.169
2,300.8,312.2,1664,25.7,150,0,3855.0,11.399999999999977,709.89568
1,300.7,312.1,1512,36.9,153,0,5645.7,11.400000000000034,926.1604799999999
1,300.7,312.1,1498,44.0,155,0,6820.0,11.400000000000034,1094.1392
1,300.7,312.1,1395,41.9,157,0,6578.3,11.400000000000034,970.2783000000001
0,300.7,312.1,1490,43.1,159,0,6852.900000000001,11.400000000000034,1066.0354
0,300.8,312.1,1527,35.1,164,0,5756.400000000001,11.300000000000011,889.7218200000001
1,300.8,312.1,1512,37.1,169,0,6269.900000000001,11.300000000000011,931.18032
1,300.9,312.1,1474,42.4,171,0,7250.4,11.200000000000045,1037.46016
1,300.8,312.1,1505,41.3,173,0,7144.9,11.300000000000011,1031.7978999999998
1,300.8,312.0,1496,40.0,175,0,7000.0,11.199999999999989,993.344
1,300.8,312.0,1382,49.3,177,0,8726.1,11.199999999999989,1131.0011599999998
1,300.7,311.9,1419,47.7,179,0,8538.300000000001,11.199999999999989,1123.59258
1,300.7,311.9,1462,39.7,181,0,7185.700000000001,11.199999999999989,963.48724
2,300.8,312.0,1450,45.0,183,0,8235.0,11.199999999999989,1083.15
0,300.7,311.9,1389,46.5,186,0,8649.0,11.199999999999989,1072.1691
2,300.7,311.9,1697,28.2,191,0,5386.2,11.199999999999989,794.39964
1,300.7,311.9,1335,57.1,194,1,11077.4,11.199999999999989,1265.3931
1,300.7,311.9,1476,42.0,196,0,8232.0,11.199999999999989,1029.0672
1,300.6,311.7,1497,43.6,198,0,8632.800000000001,11.099999999999966,1083.46872
2,300.6,311.6,1669,29.2,200,0,5840.0,11.0,808.99768
1,300.6,311.6,1455,48.0,203,0,9744.0,11.0,1159.344
1,300.7,311.7,1499,38.4,205,0,7872.0,11.0,955.52256
1,300.7,311.8,1478,41.9,207,0,8673.3,11.100000000000023,1028.00812
1,300.8,311.8,1928,21.8,209,0,4556.2,11.0,697.70464
2,300.8,311.9,1621,28.3,211,0,5971.3,11.099999999999966,761.5133800000001
2,300.8,311.9,1356,44.3,214,0,9480.199999999999,11.099999999999966,997.1752799999999
1,300.8,311.7,1490,46.4,217,0,10068.8,10.899999999999977,1147.6576
1,300.8,311.7,1578,31.4,219,0,6876.599999999999,10.899999999999977,822.51672
1,300.8,311.7,1681,31.3,221,0,6917.3,10.899999999999977,873.41398
1,300.8,311.8,1417,43.4,223,0,9678.199999999999,11.0,1020.86348
2,300.7,311.7,1532,40.0,0,0,0.0,11.0,1017.248
2,300.7,311.7,1499,38.9,3,0,116.69999999999999,11.0,967.96426
1,300.8,311.7,1432,45.8,6,0,274.79999999999995,10.899999999999977,1088.7209599999999
1,300.8,311.7,1753,29.0,8,0,232.0,10.899999999999977,843.8942
1,300.8,311.7,1414,49.0,10,0,490.0,10.899999999999977,1150.1476
1,300.8,311.7,1655,32.2,12,0,386.40000000000003,10.899999999999977,884.6306000000002
1,300.8,311.6,1516,35.6,14,0,498.40000000000003,10.800000000000011,895.89536
1,300.8,311.7,1426,45.5,16,0,728.0,10.899999999999977,1077.0578
1,300.8,311.7,1479,39.4,18,0,709.1999999999999,10.899999999999977,967.32516
2,300.7,311.5,1569,36.4,20,0,728.0,10.800000000000011,948.05256
1,300.8,311.6,1568,36.0,23,0,828.0,10.800000000000011,937.0368
2,300.9,311.8,1843,24.5,25,0,612.5,10.900000000000034,749.5481
2,300.9,311.9,1480,40.9,28,0,1145.2,11.0,1004.8312
1,301.0,312.0,1447,36.8,31,0,1140.8,11.0,883.94336
1,301.0,311.9,1454,41.9,33,0,1382.7,10.899999999999977,1011.31516
2,300.9,311.9,1310,56.1,35,0,1963.5,11.0,1219.9506000000001
0,300.9,311.9,1513,38.0,38,0,1444.0,11.0,954.4004
0,300.9,311.9,2140,16.5,43,0,709.5,11.0,586.146
1,301.0,312.1,1377,49.9,48,0,2395.2,11.100000000000023,1140.62418
1,301.0,312.1,1585,32.3,50,0,1614.9999999999998,11.100000000000023,849.8452999999998
0,301.1,312.2,1491,42.6,52,0,2215.2000000000003,11.099999999999966,1054.37556
1,301.0,312.2,1264,59.0,57,0,3363.0,11.199999999999989,1237.9616
1,301.0,312.2,1372,47.0,59,0,2773.0,11.199999999999989,1070.4344
1,301.0,312.2,1510,39.9,61,0,2433.9,11.199999999999989,1000.1334
1,300.9,312.1,1423,40.2,63,0,2532.6000000000004,11.200000000000045,949.5963600000001
1,301.1,312.3,1464,35.3,65,0,2294.5,11.199999999999989,857.8747199999999
1,301.0,312.2,1602,35.9,67,0,2405.2999999999997,11.199999999999989,954.69588
2,301.0,312.2,1629,32.6,69,0,2249.4,11.199999999999989,881.5496400000001
1,300.9,312.2,1811,23.2,72,0,1670.3999999999999,11.300000000000011,697.45232
1,300.9,312.1,1711,28.8,74,0,2131.2000000000003,11.200000000000045,817.9948800000001
2,300.9,312.1,1297,48.6,76,0,3693.6,11.200000000000045,1046.3677200000002
1,301.0,312.1,1405,46.1,79,0,3641.9,11.100000000000023,1075.1903
1,301.1,312.2,1397,54.9,81,0,4446.9,11.099999999999966,1273.14198
1,301.1,312.3,1682,29.7,83,0,2465.1,11.199999999999989,829.25964
1,301.2,312.3,1528,38.4,85,0,3264.0,11.100000000000023,974.0083199999999
2,301.2,312.3,1548,38.3,87,0,3332.1,11.100000000000023,984.1874399999999
0,301.2,312.4,1395,47.8,90,0,4302.0,11.199999999999989,1106.9046
1,301.2,312.4,1378,59.0,95,0,5605.0,11.199999999999989,1349.6132
1,301.2,312.4,1480,53.5,97,0,5189.5,11.199999999999989,1314.388
2,301.2,312.4,1428,36.6,99,0,3623.4,11.199999999999989,867.59568
2,301.2,312.4,1505,39.6,102,0,4039.2000000000003,11.199999999999989,989.3268
1,301.0,312.3,1445,36.4,105,0,3822.0,11.300000000000011,873.1268
1,301.0,312.3,1488,42.6,107,0,4558.2,11.300000000000011,1052.2540800000002
1,301.0,312.2,1601,33.0,109,0,3597.0,11.199999999999989,877.0278
1,301.0,312.3,1550,34.9,111,0,3873.8999999999996,11.300000000000011,897.977
1,301.0,312.2,1540,34.1,113,0,3853.3,11.199999999999989,871.7324
1,301.1,312.3,1587,34.5,115,0,3967.5,11.199999999999989,908.8749
0,301.0,312.2,1489,40.3,117,0,4715.099999999999,11.199999999999989,996.11122
1,301.1,312.3,1486,34.9,122,0,4257.8,11.199999999999989,860.8992400000001
1,301.1,312.4,1430,37.9,124,0,4699.599999999999,11.299999999999955,899.6702
2,301.1,312.4,1809,25.1,126,0,3162.6000000000004,11.299999999999955,753.73794
1,301.1,312.3,1534,39.0,129,0,5031.0,11.199999999999989,993.1116000000001
2,301.1,312.3,1852,25.9,131,0,3392.8999999999996,11.199999999999989,796.24888
1,301.1,312.3,1595,31.9,134,0,4274.599999999999,11.199999999999989,844.6163
1,301.0,312.3,1424,43.5,136,0,5916.0,11.300000000000011,1028.2704
1,301.0,312.2,1776,28.8,138,0,3974.4,11.199999999999989,849.0700800000001
2,301.0,312.2,1499,41.5,140,0,5810.0,11.199999999999989,1032.6611
2,301.0,312.2,2710,9.7,143,1,1387.1,11.199999999999989,436.3641999999999
1,300.9,312.1,1359,51.7,146,0,7548.200000000001,11.200000000000045,1166.32098
2,300.9,312.1,1617,31.0,148,0,4588.0,11.200000000000045,832.1082
2,300.8,312.0,1443,53.3,151,0,8048.299999999999,11.199999999999989,1276.7375399999999
1,300.8,312.0,1374,50.2,154,0,7730.8,11.199999999999989,1144.98168
2,300.9,312.1,1851,23.0,156,0,3588.0,11.200000000000045,706.7118
2,300.8,312.0,1274,67.3,159,0,10700.699999999999,11.199999999999989,1423.28732
1,300.9,312.0,1533,44.0,162,0,7128.0,11.100000000000023,1119.7032
1,300.8,312.0,1477,37.3,164,0,6117.2,11.199999999999989,914.52886
1,300.9,312.1,1462,46.0,166,0,7636.0,11.200000000000045,1116.3832
2,301.0,312.1,1664,28.4,168,0,4771.2,11.100000000000023,784.4761599999999
1,300.8,311.9,1414,41.1,171,0,7028.1,11.099999999999966,964.71564
0,300.9,312.0,2129,17.8,173,0,3079.4,11.100000000000023,629.0769200000001
1,300.8,311.8,1323,61.1,178,0,10875.800000000001,11.0,1341.86598
1,300.8,311.8,1427,43.3,180,0,7793.999999999999,11.0,1025.69906
2,300.9,312.0,1375,56.1,182,0,10210.2,11.100000000000023,1280.4825
2,300.9,312.0,1402,50.7,185,0,9379.5,11.100000000000023,1179.95124
1,300.9,312.0,1500,44.2,188,0,8309.6,11.100000000000023,1100.58
2,301.0,312.0,1558,37.5,190,0,7125.0,11.0,969.855
2,300.9,312.0,1447,41.4,193,0,7990.2,11.100000000000023,994.4362799999999
1,301.0,312.0,1518,39.3,196,0,7702.799999999999,11.0,990.3128399999999
1,301.0,311.9,1889,23.5,198,0,4653.0,10.899999999999977,736.8989
1,301.0,312.1,1675,30.7,200,0,6140.0,11.100000000000023,853.6135
0,300.9,312.0,1720,27.9,202,0,5635.799999999999,11.100000000000023,796.6008
2,301.0,312.0,1499,34.6,207,0,7162.200000000001,11.0,860.96564
1,300.9,312.0,1441,43.8,210,0,9198.0,11.100000000000023,1047.72228
0,300.9,312.0,1397,42.7,212,0,9052.400000000001,11.100000000000023,990.22154
1,300.9,312.0,1493,38.7,217,0,8397.900000000001,11.100000000000023,959.1330600000001
2,300.8,312.0,1422,50.7,219,0,11103.300000000001,11.199999999999989,1196.78364
1,300.7,311.9,1399,50.2,222,1,11144.400000000001,11.199999999999989,1165.81468
1,300.6,311.9,1425,44.9,224,0,10057.6,11.299999999999955,1062.1095
1,300.6,311.8,1501,44.8,226,0,10124.8,11.199999999999989,1116.26368
2,300.6,311.9,1629,35.3,0,0,0.0,11.299999999999955,954.56142
1,300.6,312.0,1490,42.2,3,0,126.60000000000001,11.399999999999977,1043.7748000000001
1,300.7,312.0,1550,32.4,5,0,162.0,11.300000000000011,833.652
1,300.8,312.0,1416,46.5,7,0,325.5,11.199999999999989,1093.0104000000001
1,300.7,311.9,1485,38.8,9,0,349.2,11.199999999999989,956.4587999999999
1,300.7,311.8,1564,36.8,11,0,404.79999999999995,11.100000000000023,955.4163199999999
1,300.7,311.7,1910,19.7,13,0,256.09999999999997,11.0,624.6082
1,300.7,311.7,1460,46.1,15,0,691.5,11.0,1117.2796
1,300.7,311.8,1603,34.1,17,0,579.7,11.100000000000023,907.39418
1,300.7,311.8,1486,47.3,19,0,898.6999999999999,11.100000000000023,1166.77748
1,300.8,311.9,1560,31.8,21,0,667.8000000000001,11.099999999999966,823.4928
1,300.8,311.9,1498,39.3,23,0,903.9,11.099999999999966,977.26524
0,300.8,311.9,1431,48.5,25,0,1212.5,11.099999999999966,1152.0981
1,300.8,311.9,1486,45.1,30,0,1353.0,11.099999999999966,1112.5087600000002
1,300.7,311.9,1486,35.8,32,0,1145.6,11.199999999999989,883.1000799999999
1,300.7,311.8,1441,38.1,34,0,1295.4,11.100000000000023,911.37486
2,300.7,311.9,1366,55.1,36,0,1983.6000000000001,11.199999999999989,1249.4255600000001
1,300.6,311.8,1471,41.4,39,0,1614.6,11.199999999999989,1010.9300400000001
1,300.6,311.9,1463,38.2,41,0,1566.2,11.299999999999955,927.7175600000002
1,300.6,311.9,1413,41.3,43,0,1775.8999999999999,11.299999999999955,968.7245399999999
0,300.6,311.9,1604,30.5,45,0,1372.5,11.299999999999955,812.1052
1,300.7,312.0,1401,51.1,50,0,2555.0,11.300000000000011,1188.41226
1,300.6,311.8,1652,27.2,52,0,1414.3999999999999,11.199999999999989,745.9110400000001
1,300.5,311.9,1403,45.7,54,0,2467.8,11.399999999999977,1064.3438600000002
1,300.5,311.9,1887,21.7,56,0,1215.2,11.399999999999977,679.73514
1,300.4,311.8,1405,47.9,58,0,2778.2,11.400000000000034,1117.1717
0,300.2,311.6,1496,41.1,60,0,2466.0,11.400000000000034,1020.6609599999999
1,300.1,311.5,1499,43.4,65,0,2821.0,11.399999999999977,1079.93956
1,300.2,311.5,1549,37.2,67,0,2492.4,11.300000000000011,956.53848
1,300.3,311.6,1515,44.9,69,0,3098.1,11.300000000000011,1129.1901
1,300.2,311.6,1540,37.7,71,0,2676.7000000000003,11.400000000000034,963.7628000000001
0,300.2,311.5,1426,44.3,73,0,3233.8999999999996,11.300000000000011,1048.65188
2,300.2,311.6,1465,41.4,78,0,3229.2,11.400000000000034,1006.8066
2,300.3,311.6,1359,54.1,81,0,4382.1,11.300000000000011,1220.4635400000002
2,300.3,311.7,1551,36.4,84,0,3057.6,11.399999999999977,937.1762399999999
1,300.5,311.8,1596,34.8,87,0,3027.6,11.300000000000011,921.97728
2,300.5,311.9,1670,26.3,89,0,2340.7000000000003,11.399999999999977,729.0886
1,300.4,311.9,1868,21.3,92,0,1959.6000000000001,11.5,660.48744
2,300.6,312.0,1490,39.8,94,0,3741.2,11.399999999999977,984.4131999999998
2,300.5,311.9,1676,35.2,97,0,3414.4,11.399999999999977,979.32032
2,300.5,311.9,1875,22.1,100,0,2210.0,11.399999999999977,687.8625
2,300.5,312.0,1867,23.0,103,0,2369.0,11.5,712.8206
1,300.5,312.0,1646,29.5,106,0,3127.0,11.5,806.0462
0,300.5,312.0,1375,43.2,108,0,4665.6,11.5,986.0400000000001
1,300.5,312.0,1558,36.7,113,0,4147.1,11.5,949.1647600000001
1,300.4,312.0,1631,34.9,115,0,4013.5,11.600000000000023,944.9035399999999
1,300.4,312.0,1366,43.0,117,0,5031.0,11.600000000000023,975.0508
1,300.3,311.8,1360,48.0,119,0,5712.0,11.5,1083.648
1,300.3,311.8,1547,39.7,121,0,4803.700000000001,11.5,1019.5039400000001
1,300.3,311.7,1571,31.2,123,0,3837.6,11.399999999999977,813.6523199999999
1,300.2,311.5,1528,36.1,125,0,4512.5,11.300000000000011,915.6692800000001
0,300.2,311.5,1432,43.6,127,0,5537.2,11.300000000000011,1036.42432
1,300.2,311.6,1356,53.5,132,0,7062.0,11.400000000000034,1204.2636
0,300.1,311.5,1422,46.2,134,0,6190.8,11.399999999999977,1090.5602400000002
1,300.1,311.4,1438,42.2,139,0,5865.8,11.299999999999955,1007.3477600000001
1,300.2,311.4,1483,44.4,141,0,6260.4,11.199999999999989,1093.03032
1,300.2,311.4,1331,49.8,143,0,7121.4,11.199999999999989,1100.31108
1,300.2,311.4,1463,37.5,145,0,5437.5,11.199999999999989,910.7175
1,300.1,311.4,1446,40.6,147,0,5968.2,11.299999999999955,974.54616
1,300.1,311.4,1356,45.7,149,0,6809.3,11.299999999999955,1028.68872
1,300.1,311.3,1676,30.3,151,0,4575.3,11.199999999999989,842.9944800000001
1,300.1,311.4,1910,23.0,153,0,3519.0,11.299999999999955,729.238
1,300.2,311.6,1375,56.9,155,0,8819.5,11.400000000000034,1298.7425
2,300.2,311.6,1513,40.8,157,0,6405.599999999999,11.400000000000034,1024.72464
1,300.2,311.6,1511,35.7,160,0,5712.0,11.400000000000034,895.4488200000001
0,300.2,311.6,1662,28.8,162,0,4665.6,11.400000000000034,794.56896
1,300.2,311.7,1493,48.3,167,0,8066.099999999999,11.5,1197.05754
2,300.2,311.7,1555,37.4,169,0,6320.599999999999,11.5,965.4062
1,300.3,311.7,1452,41.5,172,0,7138.0,11.399999999999977,1000.2828000000001
1,300.2,311.6,1500,39.0,174,0,6786.0,11.400000000000034,971.1
1,300.2,311.7,1603,30.5,176,0,5368.0,11.5,811.5989
1,300.3,311.7,1682,27.8,178,0,4948.400000000001,11.399999999999977,776.20936
1,300.3,311.8,1567,37.7,180,0,6786.000000000001,11.5,980.65994
1,300.3,311.8,1413,46.0,182,0,8372.0,11.5,1078.9668
2,300.3,311.9,1429,41.6,184,0,7654.400000000001,11.599999999999966,986.81024
1,300.3,311.9,1692,31.5,187,0,5890.5,11.599999999999966,884.7468
1,300.4,311.9,1476,48.7,189,0,9204.300000000001,11.5,1193.22792
2,300.4,312.0,1596,30.4,191,0,5806.4,11.600000000000023,805.4054399999999
0,300.3,311.9,1390,49.0,194,0,9506.0,11.599999999999966,1130.626
2,300.3,311.8,1607,33.7,199,0,6706.3,11.5,898.98794
1,300.3,311.7,1821,26.3,202,0,5312.6,11.399999999999977,795.0121800000001
0,300.3,311.8,2141,18.5,204,0,3774.0,11.5,657.5011
2,300.4,311.8,1553,33.1,209,1,6917.900000000001,11.400000000000034,853.3113800000001
2,300.4,311.8,1442,45.1,0,0,0.0,11.400000000000034,1079.56772
1,300.4,311.7,1459,45.6,3,0,136.8,11.300000000000011,1104.4046400000002
0,300.4,311.8,2496,13.5,5,0,67.5,11.400000000000034,559.3536
1,300.4,311.8,1367,57.2,10,0,572.0,11.400000000000034,1297.99384
1,300.3,311.8,2004,19.6,12,0,235.20000000000002,11.5,652.02144
1,300.3,311.7,1406,47.5,14,0,665.0,11.399999999999977,1108.631
1,300.3,311.8,1548,33.0,16,0,528.0,11.5,847.9944
1,300.3,311.7,1333,55.2,18,0,993.6,11.399999999999977,1221.4545600000001
1,300.2,311.6,1767,26.4,20,0,528.0,11.400000000000034,774.3700799999999
1,300.2,311.6,1827,27.0,22,0,594.0,11.400000000000034,818.8614
2,300.2,311.6,1533,46.4,24,0,1113.6,11.400000000000034,1180.77792
0,300.2,311.5,1515,36.8,27,0,993.5999999999999,11.300000000000011,925.4831999999999
1,300.2,311.4,1568,41.0,32,0,1312.0,11.199999999999989,1067.1808
1,300.2,311.4,1452,47.8,34,0,1625.1999999999998,11.199999999999989,1152.13296
1,300.2,311.4,1433,37.9,36,0,1364.3999999999999,11.199999999999989,901.5576199999999
2,300.1,311.3,1650,33.8,38,0,1284.3999999999999,11.199999999999989,925.7819999999999
1,300.1,311.4,1629,31.3,41,0,1283.3,11.299999999999955,846.3958200000001
1,300.0,311.3,1520,39.2,43,0,1685.6000000000001,11.300000000000011,989.0944000000002
0,300.0,311.2,1393,43.1,45,0,1939.5,11.199999999999989,996.6357800000001
0,299.9,311.2,1364,49.6,50,0,2480.0,11.300000000000011,1123.0630400000002
2,299.9,311.3,1389,50.0,55,0,2750.0,11.400000000000034,1152.8700000000001
1,299.8,311.1,1466,46.1,58,0,2673.8,11.300000000000011,1121.8711600000001
1,299.7,311.1,1650,32.4,60,0,1944.0,11.400000000000034,887.436
1,299.6,311.0,1554,36.3,62,0,2250.6,11.399999999999977,936.40932
2,299.6,310.9,1474,39.7,64,0,2540.8,11.299999999999955,971.39548
0,299.5,310.8,1600,32.4,67,0,2170.7999999999997,11.300000000000011,860.544
1,299.5,310.8,1356,54.9,72,0,3952.7999999999997,11.300000000000011,1235.77704
1,299.5,310.8,1571,38.2,74,0,2826.8,11.300000000000011,996.20252
1,299.6,310.9,1658,28.0,76,0,2128.0,11.299999999999955,770.6384
1,299.6,310.8,1393,49.9,78,0,3892.2,11.199999999999989,1153.87762
2,299.7,311.0,1448,49.8,80,0,3984.0,11.300000000000011,1197.03264
1,299.7,310.9,1477,40.4,83,0,3353.2,11.199999999999989,990.53528
2,299.7,311.0,1506,42.7,85,0,3629.5000000000005,11.300000000000011,1067.4829200000001
2,299.7,310.9,1685,32.1,88,0,2824.8,11.199999999999989,897.8691
1,299.6,310.9,1533,31.8,91,0,2893.8,11.299999999999955,809.24004
1,299.5,310.8,1447,41.0,93,0,3813.0,11.300000000000011,984.8282
2,299.5,310.7,1488,39.5,95,0,3752.5,11.199999999999989,975.6816
2,299.6,310.8,1427,50.4,98,0,4939.2,11.199999999999989,1193.88528
2,299.5,310.7,1424,41.3,101,0,4171.299999999999,11.199999999999989,976.2659199999999
1,299.5,310.7,1472,40.9,104,0,4253.599999999999,11.199999999999989,999.39968
1,299.5,310.7,1438,45.7,106,0,4844.200000000001,11.199999999999989,1090.8955600000002
1,299.6,310.8,1507,42.4,108,0,4579.2,11.199999999999989,1060.68688
1,299.6,310.7,1393,52.1,110,0,5731.0,11.099999999999966,1204.74998
1,299.5,310.8,1283,52.4,112,0,5868.8,11.300000000000011,1116.00472
1,299.6,310.8,1644,30.9,114,0,3522.6,11.199999999999989,843.27336
1,299.6,310.8,1498,46.9,116,0,5440.4,11.199999999999989,1166.25292
1,299.6,310.8,1400,40.8,118,0,4814.4,11.199999999999989,948.1919999999999
0,299.6,310.9,1679,31.2,120,0,3744.0,11.299999999999955,869.58768
2,299.7,311.1,1618,30.3,125,0,3787.5,11.400000000000034,813.82164
0,299.6,311.0,1714,30.2,128,0,3865.6,11.399999999999977,859.26248
1,299.6,311.0,1574,35.0,133,0,4655.0,11.399999999999977,914.494
1,299.7,311.1,1574,36.4,135,0,4914.0,11.400000000000034,951.07376
1,299.6,310.9,1472,40.9,137,0,5603.3,11.299999999999955,999.39968
1,299.6,311.0,1552,33.2,139,0,4614.8,11.399999999999977,855.33824
